"site_id","datetime","reference_datetime","family","variable","model_id","duration","project_id","depth_m","parameter","prediction"
"bvre",2023-10-16,2023-10-16,"ensemble","Chla_ugL_mean","fableETS","P1D","vera4cast",1.5,"1",8.30821811152278
"bvre",2023-10-16,2023-10-16,"ensemble","Chla_ugL_mean","fableETS","P1D","vera4cast",1.5,"2",6.41058010903674
"bvre",2023-10-16,2023-10-16,"ensemble","Chla_ugL_mean","fableETS","P1D","vera4cast",1.5,"3",6.16390864129213
"bvre",2023-10-16,2023-10-16,"ensemble","Chla_ugL_mean","fableETS","P1D","vera4cast",1.5,"4",6.02819194464396
"bvre",2023-10-16,2023-10-16,"ensemble","Chla_ugL_mean","fableETS","P1D","vera4cast",1.5,"5",5.48110060392341
"bvre",2023-10-16,2023-10-16,"ensemble","Chla_ugL_mean","fableETS","P1D","vera4cast",1.5,"6",5.8475509829273
"bvre",2023-10-16,2023-10-16,"ensemble","Chla_ugL_mean","fableETS","P1D","vera4cast",1.5,"7",6.74155282655191
"bvre",2023-10-16,2023-10-16,"ensemble","Chla_ugL_mean","fableETS","P1D","vera4cast",1.5,"8",6.37793730660354
"bvre",2023-10-16,2023-10-16,"ensemble","Chla_ugL_mean","fableETS","P1D","vera4cast",1.5,"9",7.32293714161238
"bvre",2023-10-16,2023-10-16,"ensemble","Chla_ugL_mean","fableETS","P1D","vera4cast",1.5,"10",6.14264772906768
"bvre",2023-10-16,2023-10-16,"ensemble","Chla_ugL_mean","fableETS","P1D","vera4cast",1.5,"11",6.17475318815955
"bvre",2023-10-16,2023-10-16,"ensemble","Chla_ugL_mean","fableETS","P1D","vera4cast",1.5,"12",7.03282278805916
"bvre",2023-10-16,2023-10-16,"ensemble","Chla_ugL_mean","fableETS","P1D","vera4cast",1.5,"13",8.01728848512503
"bvre",2023-10-16,2023-10-16,"ensemble","Chla_ugL_mean","fableETS","P1D","vera4cast",1.5,"14",7.81579775203146
"bvre",2023-10-16,2023-10-16,"ensemble","Chla_ugL_mean","fableETS","P1D","vera4cast",1.5,"15",7.97590451400272
"bvre",2023-10-16,2023-10-16,"ensemble","Chla_ugL_mean","fableETS","P1D","vera4cast",1.5,"16",6.01847855736569
"bvre",2023-10-16,2023-10-16,"ensemble","Chla_ugL_mean","fableETS","P1D","vera4cast",1.5,"17",6.64121920965248
"bvre",2023-10-16,2023-10-16,"ensemble","Chla_ugL_mean","fableETS","P1D","vera4cast",1.5,"18",5.31499760584763
"bvre",2023-10-16,2023-10-16,"ensemble","Chla_ugL_mean","fableETS","P1D","vera4cast",1.5,"19",5.99486769288162
"bvre",2023-10-16,2023-10-16,"ensemble","Chla_ugL_mean","fableETS","P1D","vera4cast",1.5,"20",6.37050953831655
"bvre",2023-10-16,2023-10-16,"ensemble","Chla_ugL_mean","fableETS","P1D","vera4cast",1.5,"21",5.87227951557063
"bvre",2023-10-16,2023-10-16,"ensemble","Chla_ugL_mean","fableETS","P1D","vera4cast",1.5,"22",6.18815199241246
"bvre",2023-10-16,2023-10-16,"ensemble","Chla_ugL_mean","fableETS","P1D","vera4cast",1.5,"23",8.57218967383448
"bvre",2023-10-16,2023-10-16,"ensemble","Chla_ugL_mean","fableETS","P1D","vera4cast",1.5,"24",6.65608124583972
"bvre",2023-10-16,2023-10-16,"ensemble","Chla_ugL_mean","fableETS","P1D","vera4cast",1.5,"25",8.45193011067054
"bvre",2023-10-16,2023-10-16,"ensemble","Chla_ugL_mean","fableETS","P1D","vera4cast",1.5,"26",6.43329123436778
"bvre",2023-10-16,2023-10-16,"ensemble","Chla_ugL_mean","fableETS","P1D","vera4cast",1.5,"27",6.55107245417783
"bvre",2023-10-16,2023-10-16,"ensemble","Chla_ugL_mean","fableETS","P1D","vera4cast",1.5,"28",8.10185195307697
"bvre",2023-10-16,2023-10-16,"ensemble","Chla_ugL_mean","fableETS","P1D","vera4cast",1.5,"29",7.72394176917289
"bvre",2023-10-16,2023-10-16,"ensemble","Chla_ugL_mean","fableETS","P1D","vera4cast",1.5,"30",6.68890786922105
"bvre",2023-10-16,2023-10-16,"ensemble","Chla_ugL_mean","fableETS","P1D","vera4cast",1.5,"31",6.55108187594743
"bvre",2023-10-16,2023-10-16,"ensemble","Chla_ugL_mean","fableETS","P1D","vera4cast",1.5,"32",5.93512231704674
"bvre",2023-10-16,2023-10-16,"ensemble","Chla_ugL_mean","fableETS","P1D","vera4cast",1.5,"33",7.11202608867912
"bvre",2023-10-16,2023-10-16,"ensemble","Chla_ugL_mean","fableETS","P1D","vera4cast",1.5,"34",6.26866154231759
"bvre",2023-10-16,2023-10-16,"ensemble","Chla_ugL_mean","fableETS","P1D","vera4cast",1.5,"35",6.68780799178085
"bvre",2023-10-16,2023-10-16,"ensemble","Chla_ugL_mean","fableETS","P1D","vera4cast",1.5,"36",5.9457690103297
"bvre",2023-10-16,2023-10-16,"ensemble","Chla_ugL_mean","fableETS","P1D","vera4cast",1.5,"37",7.49812586198034
"bvre",2023-10-16,2023-10-16,"ensemble","Chla_ugL_mean","fableETS","P1D","vera4cast",1.5,"38",6.0414345463424
"bvre",2023-10-16,2023-10-16,"ensemble","Chla_ugL_mean","fableETS","P1D","vera4cast",1.5,"39",5.74581411401456
"bvre",2023-10-16,2023-10-16,"ensemble","Chla_ugL_mean","fableETS","P1D","vera4cast",1.5,"40",7.17455843083822
"bvre",2023-10-16,2023-10-16,"ensemble","Chla_ugL_mean","fableETS","P1D","vera4cast",1.5,"41",9.61939470437064
"bvre",2023-10-16,2023-10-16,"ensemble","Chla_ugL_mean","fableETS","P1D","vera4cast",1.5,"42",6.17828369031037
"bvre",2023-10-16,2023-10-16,"ensemble","Chla_ugL_mean","fableETS","P1D","vera4cast",1.5,"43",5.81543312607965
"bvre",2023-10-16,2023-10-16,"ensemble","Chla_ugL_mean","fableETS","P1D","vera4cast",1.5,"44",5.95547882306236
"bvre",2023-10-16,2023-10-16,"ensemble","Chla_ugL_mean","fableETS","P1D","vera4cast",1.5,"45",5.56140983277918
"bvre",2023-10-16,2023-10-16,"ensemble","Chla_ugL_mean","fableETS","P1D","vera4cast",1.5,"46",6.1723465960848
"bvre",2023-10-16,2023-10-16,"ensemble","Chla_ugL_mean","fableETS","P1D","vera4cast",1.5,"47",6.69645018802547
"bvre",2023-10-16,2023-10-16,"ensemble","Chla_ugL_mean","fableETS","P1D","vera4cast",1.5,"48",7.35766398155481
"bvre",2023-10-16,2023-10-16,"ensemble","Chla_ugL_mean","fableETS","P1D","vera4cast",1.5,"49",6.64679614124165
"bvre",2023-10-16,2023-10-16,"ensemble","Chla_ugL_mean","fableETS","P1D","vera4cast",1.5,"50",7.19510987042902
"bvre",2023-10-16,2023-10-16,"ensemble","Chla_ugL_mean","fableETS","P1D","vera4cast",1.5,"51",6.37155157691359
"bvre",2023-10-16,2023-10-16,"ensemble","Chla_ugL_mean","fableETS","P1D","vera4cast",1.5,"52",5.7127194056334
"bvre",2023-10-16,2023-10-16,"ensemble","Chla_ugL_mean","fableETS","P1D","vera4cast",1.5,"53",8.10185195307697
"bvre",2023-10-16,2023-10-16,"ensemble","Chla_ugL_mean","fableETS","P1D","vera4cast",1.5,"54",6.78039376105738
"bvre",2023-10-16,2023-10-16,"ensemble","Chla_ugL_mean","fableETS","P1D","vera4cast",1.5,"55",5.55276187034886
"bvre",2023-10-16,2023-10-16,"ensemble","Chla_ugL_mean","fableETS","P1D","vera4cast",1.5,"56",5.67523129815246
"bvre",2023-10-16,2023-10-16,"ensemble","Chla_ugL_mean","fableETS","P1D","vera4cast",1.5,"57",6.75149004748612
"bvre",2023-10-16,2023-10-16,"ensemble","Chla_ugL_mean","fableETS","P1D","vera4cast",1.5,"58",6.48154471114527
"bvre",2023-10-16,2023-10-16,"ensemble","Chla_ugL_mean","fableETS","P1D","vera4cast",1.5,"59",6.44918975512811
"bvre",2023-10-16,2023-10-16,"ensemble","Chla_ugL_mean","fableETS","P1D","vera4cast",1.5,"60",6.37743780981127
"bvre",2023-10-16,2023-10-16,"ensemble","Chla_ugL_mean","fableETS","P1D","vera4cast",1.5,"61",5.40179280110998
"bvre",2023-10-16,2023-10-16,"ensemble","Chla_ugL_mean","fableETS","P1D","vera4cast",1.5,"62",6.24669266397483
"bvre",2023-10-16,2023-10-16,"ensemble","Chla_ugL_mean","fableETS","P1D","vera4cast",1.5,"63",7.83363561294496
"bvre",2023-10-16,2023-10-16,"ensemble","Chla_ugL_mean","fableETS","P1D","vera4cast",1.5,"64",7.87449174831804
"bvre",2023-10-16,2023-10-16,"ensemble","Chla_ugL_mean","fableETS","P1D","vera4cast",1.5,"65",9.08292584394966
"bvre",2023-10-16,2023-10-16,"ensemble","Chla_ugL_mean","fableETS","P1D","vera4cast",1.5,"66",5.86550379900479
"bvre",2023-10-16,2023-10-16,"ensemble","Chla_ugL_mean","fableETS","P1D","vera4cast",1.5,"67",3.91090419696527
"bvre",2023-10-16,2023-10-16,"ensemble","Chla_ugL_mean","fableETS","P1D","vera4cast",1.5,"68",6.94394637872287
"bvre",2023-10-16,2023-10-16,"ensemble","Chla_ugL_mean","fableETS","P1D","vera4cast",1.5,"69",5.59884584145632
"bvre",2023-10-16,2023-10-16,"ensemble","Chla_ugL_mean","fableETS","P1D","vera4cast",1.5,"70",6.0135687934176
"bvre",2023-10-16,2023-10-16,"ensemble","Chla_ugL_mean","fableETS","P1D","vera4cast",1.5,"71",4.21885078840542
"bvre",2023-10-16,2023-10-16,"ensemble","Chla_ugL_mean","fableETS","P1D","vera4cast",1.5,"72",9.7873538891524
"bvre",2023-10-16,2023-10-16,"ensemble","Chla_ugL_mean","fableETS","P1D","vera4cast",1.5,"73",5.06667989247296
"bvre",2023-10-16,2023-10-16,"ensemble","Chla_ugL_mean","fableETS","P1D","vera4cast",1.5,"74",9.38187591357445
"bvre",2023-10-16,2023-10-16,"ensemble","Chla_ugL_mean","fableETS","P1D","vera4cast",1.5,"75",7.22578836368152
"bvre",2023-10-16,2023-10-16,"ensemble","Chla_ugL_mean","fableETS","P1D","vera4cast",1.5,"76",7.08833193821345
"bvre",2023-10-16,2023-10-16,"ensemble","Chla_ugL_mean","fableETS","P1D","vera4cast",1.5,"77",6.52749423209038
"bvre",2023-10-16,2023-10-16,"ensemble","Chla_ugL_mean","fableETS","P1D","vera4cast",1.5,"78",5.25389607545446
"bvre",2023-10-16,2023-10-16,"ensemble","Chla_ugL_mean","fableETS","P1D","vera4cast",1.5,"79",7.64540853214582
"bvre",2023-10-16,2023-10-16,"ensemble","Chla_ugL_mean","fableETS","P1D","vera4cast",1.5,"80",5.1814331053961
"bvre",2023-10-16,2023-10-16,"ensemble","Chla_ugL_mean","fableETS","P1D","vera4cast",1.5,"81",4.87240113559294
"bvre",2023-10-16,2023-10-16,"ensemble","Chla_ugL_mean","fableETS","P1D","vera4cast",1.5,"82",6.37238088453364
"bvre",2023-10-16,2023-10-16,"ensemble","Chla_ugL_mean","fableETS","P1D","vera4cast",1.5,"83",5.95693642384102
"bvre",2023-10-16,2023-10-16,"ensemble","Chla_ugL_mean","fableETS","P1D","vera4cast",1.5,"84",5.70115230549679
"bvre",2023-10-16,2023-10-16,"ensemble","Chla_ugL_mean","fableETS","P1D","vera4cast",1.5,"85",6.37191373858869
"bvre",2023-10-16,2023-10-16,"ensemble","Chla_ugL_mean","fableETS","P1D","vera4cast",1.5,"86",7.79039798250907
"bvre",2023-10-16,2023-10-16,"ensemble","Chla_ugL_mean","fableETS","P1D","vera4cast",1.5,"87",5.00831402222916
"bvre",2023-10-16,2023-10-16,"ensemble","Chla_ugL_mean","fableETS","P1D","vera4cast",1.5,"88",5.43153579614422
"bvre",2023-10-16,2023-10-16,"ensemble","Chla_ugL_mean","fableETS","P1D","vera4cast",1.5,"89",4.94776861178968
"bvre",2023-10-16,2023-10-16,"ensemble","Chla_ugL_mean","fableETS","P1D","vera4cast",1.5,"90",4.79099931947942
"bvre",2023-10-16,2023-10-16,"ensemble","Chla_ugL_mean","fableETS","P1D","vera4cast",1.5,"91",6.03057553712253
"bvre",2023-10-16,2023-10-16,"ensemble","Chla_ugL_mean","fableETS","P1D","vera4cast",1.5,"92",6.3762415490419
"bvre",2023-10-16,2023-10-16,"ensemble","Chla_ugL_mean","fableETS","P1D","vera4cast",1.5,"93",6.26721516700644
"bvre",2023-10-16,2023-10-16,"ensemble","Chla_ugL_mean","fableETS","P1D","vera4cast",1.5,"94",7.48120236135
"bvre",2023-10-16,2023-10-16,"ensemble","Chla_ugL_mean","fableETS","P1D","vera4cast",1.5,"95",6.17828369031037
"bvre",2023-10-16,2023-10-16,"ensemble","Chla_ugL_mean","fableETS","P1D","vera4cast",1.5,"96",4.94714342250676
"bvre",2023-10-16,2023-10-16,"ensemble","Chla_ugL_mean","fableETS","P1D","vera4cast",1.5,"97",5.33847481674454
"bvre",2023-10-16,2023-10-16,"ensemble","Chla_ugL_mean","fableETS","P1D","vera4cast",1.5,"98",4.61373729007723
"bvre",2023-10-16,2023-10-16,"ensemble","Chla_ugL_mean","fableETS","P1D","vera4cast",1.5,"99",6.38847152708858
"bvre",2023-10-16,2023-10-16,"ensemble","Chla_ugL_mean","fableETS","P1D","vera4cast",1.5,"100",6.84943134215846
"bvre",2023-10-16,2023-10-16,"ensemble","Chla_ugL_mean","fableETS","P1D","vera4cast",1.5,"101",5.45409526200838
"bvre",2023-10-16,2023-10-16,"ensemble","Chla_ugL_mean","fableETS","P1D","vera4cast",1.5,"102",5.95365412440883
"bvre",2023-10-16,2023-10-16,"ensemble","Chla_ugL_mean","fableETS","P1D","vera4cast",1.5,"103",5.1060755332581
"bvre",2023-10-16,2023-10-16,"ensemble","Chla_ugL_mean","fableETS","P1D","vera4cast",1.5,"104",5.42636347433007
"bvre",2023-10-16,2023-10-16,"ensemble","Chla_ugL_mean","fableETS","P1D","vera4cast",1.5,"105",7.82754954255404
"bvre",2023-10-16,2023-10-16,"ensemble","Chla_ugL_mean","fableETS","P1D","vera4cast",1.5,"106",6.60833126944834
"bvre",2023-10-16,2023-10-16,"ensemble","Chla_ugL_mean","fableETS","P1D","vera4cast",1.5,"107",4.84861116700767
"bvre",2023-10-16,2023-10-16,"ensemble","Chla_ugL_mean","fableETS","P1D","vera4cast",1.5,"108",6.77987659050123
"bvre",2023-10-16,2023-10-16,"ensemble","Chla_ugL_mean","fableETS","P1D","vera4cast",1.5,"109",6.98598482878822
"bvre",2023-10-16,2023-10-16,"ensemble","Chla_ugL_mean","fableETS","P1D","vera4cast",1.5,"110",8.35605533308316
"bvre",2023-10-16,2023-10-16,"ensemble","Chla_ugL_mean","fableETS","P1D","vera4cast",1.5,"111",6.57274241653915
"bvre",2023-10-16,2023-10-16,"ensemble","Chla_ugL_mean","fableETS","P1D","vera4cast",1.5,"112",4.87607519947291
"bvre",2023-10-16,2023-10-16,"ensemble","Chla_ugL_mean","fableETS","P1D","vera4cast",1.5,"113",6.37425999315096
"bvre",2023-10-16,2023-10-16,"ensemble","Chla_ugL_mean","fableETS","P1D","vera4cast",1.5,"114",5.50240282343934
"bvre",2023-10-16,2023-10-16,"ensemble","Chla_ugL_mean","fableETS","P1D","vera4cast",1.5,"115",6.85862524784111
"bvre",2023-10-16,2023-10-16,"ensemble","Chla_ugL_mean","fableETS","P1D","vera4cast",1.5,"116",5.52297884463174
"bvre",2023-10-16,2023-10-16,"ensemble","Chla_ugL_mean","fableETS","P1D","vera4cast",1.5,"117",8.14781150840036
"bvre",2023-10-16,2023-10-16,"ensemble","Chla_ugL_mean","fableETS","P1D","vera4cast",1.5,"118",5.70835842782699
"bvre",2023-10-16,2023-10-16,"ensemble","Chla_ugL_mean","fableETS","P1D","vera4cast",1.5,"119",6.35975179229084
"bvre",2023-10-16,2023-10-16,"ensemble","Chla_ugL_mean","fableETS","P1D","vera4cast",1.5,"120",6.98353715630612
"bvre",2023-10-16,2023-10-16,"ensemble","Chla_ugL_mean","fableETS","P1D","vera4cast",1.5,"121",7.10226786905656
"bvre",2023-10-16,2023-10-16,"ensemble","Chla_ugL_mean","fableETS","P1D","vera4cast",1.5,"122",6.37050953831655
"bvre",2023-10-16,2023-10-16,"ensemble","Chla_ugL_mean","fableETS","P1D","vera4cast",1.5,"123",8.07946706625671
"bvre",2023-10-16,2023-10-16,"ensemble","Chla_ugL_mean","fableETS","P1D","vera4cast",1.5,"124",7.54123687298962
"bvre",2023-10-16,2023-10-16,"ensemble","Chla_ugL_mean","fableETS","P1D","vera4cast",1.5,"125",5.75485766150387
"bvre",2023-10-16,2023-10-16,"ensemble","Chla_ugL_mean","fableETS","P1D","vera4cast",1.5,"126",5.77521558609738
"bvre",2023-10-16,2023-10-16,"ensemble","Chla_ugL_mean","fableETS","P1D","vera4cast",1.5,"127",6.17844456722787
"bvre",2023-10-16,2023-10-16,"ensemble","Chla_ugL_mean","fableETS","P1D","vera4cast",1.5,"128",6.0414345463424
"bvre",2023-10-16,2023-10-16,"ensemble","Chla_ugL_mean","fableETS","P1D","vera4cast",1.5,"129",6.54348724437124
"bvre",2023-10-16,2023-10-16,"ensemble","Chla_ugL_mean","fableETS","P1D","vera4cast",1.5,"130",6.37489754501584
"bvre",2023-10-16,2023-10-16,"ensemble","Chla_ugL_mean","fableETS","P1D","vera4cast",1.5,"131",5.08725213067346
"bvre",2023-10-16,2023-10-16,"ensemble","Chla_ugL_mean","fableETS","P1D","vera4cast",1.5,"132",7.44243063306545
"bvre",2023-10-16,2023-10-16,"ensemble","Chla_ugL_mean","fableETS","P1D","vera4cast",1.5,"133",5.54130782045105
"bvre",2023-10-16,2023-10-16,"ensemble","Chla_ugL_mean","fableETS","P1D","vera4cast",1.5,"134",6.50265958455208
"bvre",2023-10-16,2023-10-16,"ensemble","Chla_ugL_mean","fableETS","P1D","vera4cast",1.5,"135",5.68770021027345
"bvre",2023-10-16,2023-10-16,"ensemble","Chla_ugL_mean","fableETS","P1D","vera4cast",1.5,"136",8.54335491586072
"bvre",2023-10-16,2023-10-16,"ensemble","Chla_ugL_mean","fableETS","P1D","vera4cast",1.5,"137",6.1265016457646
"bvre",2023-10-16,2023-10-16,"ensemble","Chla_ugL_mean","fableETS","P1D","vera4cast",1.5,"138",6.01521710734501
"bvre",2023-10-16,2023-10-16,"ensemble","Chla_ugL_mean","fableETS","P1D","vera4cast",1.5,"139",6.01521710734501
"bvre",2023-10-16,2023-10-16,"ensemble","Chla_ugL_mean","fableETS","P1D","vera4cast",1.5,"140",6.16740951663749
"bvre",2023-10-16,2023-10-16,"ensemble","Chla_ugL_mean","fableETS","P1D","vera4cast",1.5,"141",5.80269578519443
"bvre",2023-10-16,2023-10-16,"ensemble","Chla_ugL_mean","fableETS","P1D","vera4cast",1.5,"142",5.25279382931727
"bvre",2023-10-16,2023-10-16,"ensemble","Chla_ugL_mean","fableETS","P1D","vera4cast",1.5,"143",6.44040610145178
"bvre",2023-10-16,2023-10-16,"ensemble","Chla_ugL_mean","fableETS","P1D","vera4cast",1.5,"144",9.91678413802138
"bvre",2023-10-16,2023-10-16,"ensemble","Chla_ugL_mean","fableETS","P1D","vera4cast",1.5,"145",5.84776343101725
"bvre",2023-10-16,2023-10-16,"ensemble","Chla_ugL_mean","fableETS","P1D","vera4cast",1.5,"146",6.5931139892856
"bvre",2023-10-16,2023-10-16,"ensemble","Chla_ugL_mean","fableETS","P1D","vera4cast",1.5,"147",5.52434805203429
"bvre",2023-10-16,2023-10-16,"ensemble","Chla_ugL_mean","fableETS","P1D","vera4cast",1.5,"148",6.37782792039366
"bvre",2023-10-16,2023-10-16,"ensemble","Chla_ugL_mean","fableETS","P1D","vera4cast",1.5,"149",6.84202698890789
"bvre",2023-10-16,2023-10-16,"ensemble","Chla_ugL_mean","fableETS","P1D","vera4cast",1.5,"150",6.95704701761582
"bvre",2023-10-16,2023-10-16,"ensemble","Chla_ugL_mean","fableETS","P1D","vera4cast",1.5,"151",5.81236418058497
"bvre",2023-10-16,2023-10-16,"ensemble","Chla_ugL_mean","fableETS","P1D","vera4cast",1.5,"152",6.64293008189224
"bvre",2023-10-16,2023-10-16,"ensemble","Chla_ugL_mean","fableETS","P1D","vera4cast",1.5,"153",7.24113315796857
"bvre",2023-10-16,2023-10-16,"ensemble","Chla_ugL_mean","fableETS","P1D","vera4cast",1.5,"154",5.50088950838677
"bvre",2023-10-16,2023-10-16,"ensemble","Chla_ugL_mean","fableETS","P1D","vera4cast",1.5,"155",8.2213657972913
"bvre",2023-10-16,2023-10-16,"ensemble","Chla_ugL_mean","fableETS","P1D","vera4cast",1.5,"156",7.17455843083822
"bvre",2023-10-16,2023-10-16,"ensemble","Chla_ugL_mean","fableETS","P1D","vera4cast",1.5,"157",7.10409305684993
"bvre",2023-10-16,2023-10-16,"ensemble","Chla_ugL_mean","fableETS","P1D","vera4cast",1.5,"158",5.46361463570105
"bvre",2023-10-16,2023-10-16,"ensemble","Chla_ugL_mean","fableETS","P1D","vera4cast",1.5,"159",6.39907516986323
