"site_id","datetime","reference_datetime","family","variable","model_id","duration","project_id","depth_m","parameter","prediction"
"bvre",2023-10-11,2023-10-11,"ensemble","Chla_ugL_mean","fableARIMA","P1D","vera4cast",1.5,"1",10.2311980369803
"bvre",2023-10-11,2023-10-11,"ensemble","Chla_ugL_mean","fableARIMA","P1D","vera4cast",1.5,"2",8.65027227828108
"bvre",2023-10-11,2023-10-11,"ensemble","Chla_ugL_mean","fableARIMA","P1D","vera4cast",1.5,"3",8.53520418088463
"bvre",2023-10-11,2023-10-11,"ensemble","Chla_ugL_mean","fableARIMA","P1D","vera4cast",1.5,"4",9.04009042211668
"bvre",2023-10-11,2023-10-11,"ensemble","Chla_ugL_mean","fableARIMA","P1D","vera4cast",1.5,"5",8.33285407950292
"bvre",2023-10-11,2023-10-11,"ensemble","Chla_ugL_mean","fableARIMA","P1D","vera4cast",1.5,"6",8.58702170047174
"bvre",2023-10-11,2023-10-11,"ensemble","Chla_ugL_mean","fableARIMA","P1D","vera4cast",1.5,"7",8.51431328327937
"bvre",2023-10-11,2023-10-11,"ensemble","Chla_ugL_mean","fableARIMA","P1D","vera4cast",1.5,"8",11.4835946884516
"bvre",2023-10-11,2023-10-11,"ensemble","Chla_ugL_mean","fableARIMA","P1D","vera4cast",1.5,"9",9.4136038103278
"bvre",2023-10-11,2023-10-11,"ensemble","Chla_ugL_mean","fableARIMA","P1D","vera4cast",1.5,"10",10.0769763415479
"bvre",2023-10-11,2023-10-11,"ensemble","Chla_ugL_mean","fableARIMA","P1D","vera4cast",1.5,"11",8.72380323828967
"bvre",2023-10-11,2023-10-11,"ensemble","Chla_ugL_mean","fableARIMA","P1D","vera4cast",1.5,"12",8.8340437630574
"bvre",2023-10-11,2023-10-11,"ensemble","Chla_ugL_mean","fableARIMA","P1D","vera4cast",1.5,"13",7.2768286675321
"bvre",2023-10-11,2023-10-11,"ensemble","Chla_ugL_mean","fableARIMA","P1D","vera4cast",1.5,"14",8.63901899623752
"bvre",2023-10-11,2023-10-11,"ensemble","Chla_ugL_mean","fableARIMA","P1D","vera4cast",1.5,"15",7.24137649607467
"bvre",2023-10-11,2023-10-11,"ensemble","Chla_ugL_mean","fableARIMA","P1D","vera4cast",1.5,"16",9.09179101675907
"bvre",2023-10-11,2023-10-11,"ensemble","Chla_ugL_mean","fableARIMA","P1D","vera4cast",1.5,"17",7.66594934645565
"bvre",2023-10-11,2023-10-11,"ensemble","Chla_ugL_mean","fableARIMA","P1D","vera4cast",1.5,"18",9.35196234765017
"bvre",2023-10-11,2023-10-11,"ensemble","Chla_ugL_mean","fableARIMA","P1D","vera4cast",1.5,"19",9.83666527453503
"bvre",2023-10-11,2023-10-11,"ensemble","Chla_ugL_mean","fableARIMA","P1D","vera4cast",1.5,"20",7.90637661708466
"bvre",2023-10-11,2023-10-11,"ensemble","Chla_ugL_mean","fableARIMA","P1D","vera4cast",1.5,"21",7.09023766354293
"bvre",2023-10-11,2023-10-11,"ensemble","Chla_ugL_mean","fableARIMA","P1D","vera4cast",1.5,"22",8.26630008940539
"bvre",2023-10-11,2023-10-11,"ensemble","Chla_ugL_mean","fableARIMA","P1D","vera4cast",1.5,"23",7.64218570656126
"bvre",2023-10-11,2023-10-11,"ensemble","Chla_ugL_mean","fableARIMA","P1D","vera4cast",1.5,"24",9.33500337901545
"bvre",2023-10-11,2023-10-11,"ensemble","Chla_ugL_mean","fableARIMA","P1D","vera4cast",1.5,"25",9.78523633120817
"bvre",2023-10-11,2023-10-11,"ensemble","Chla_ugL_mean","fableARIMA","P1D","vera4cast",1.5,"26",13.6664515715203
"bvre",2023-10-11,2023-10-11,"ensemble","Chla_ugL_mean","fableARIMA","P1D","vera4cast",1.5,"27",8.12799730049719
"bvre",2023-10-11,2023-10-11,"ensemble","Chla_ugL_mean","fableARIMA","P1D","vera4cast",1.5,"28",8.72380323828967
"bvre",2023-10-11,2023-10-11,"ensemble","Chla_ugL_mean","fableARIMA","P1D","vera4cast",1.5,"29",9.66568353878146
"bvre",2023-10-11,2023-10-11,"ensemble","Chla_ugL_mean","fableARIMA","P1D","vera4cast",1.5,"30",10.7346745350799
