"site_id","datetime","reference_datetime","family","variable","model_id","duration","project_id","depth_m","parameter","prediction"
"bvre",2023-10-01,2023-10-01,"ensemble","Chla_ugL_mean","fableNNETAR","P1D","vera4cast",1.5,"1",7.28433995685814
"bvre",2023-10-01,2023-10-01,"ensemble","Chla_ugL_mean","fableNNETAR","P1D","vera4cast",1.5,"2",7.53028580661944
"bvre",2023-10-01,2023-10-01,"ensemble","Chla_ugL_mean","fableNNETAR","P1D","vera4cast",1.5,"3",9.05719905159627
"bvre",2023-10-01,2023-10-01,"ensemble","Chla_ugL_mean","fableNNETAR","P1D","vera4cast",1.5,"4",8.32185515432922
"bvre",2023-10-01,2023-10-01,"ensemble","Chla_ugL_mean","fableNNETAR","P1D","vera4cast",1.5,"5",7.77711317748413
"bvre",2023-10-01,2023-10-01,"ensemble","Chla_ugL_mean","fableNNETAR","P1D","vera4cast",1.5,"6",8.58416312980803
"bvre",2023-10-01,2023-10-01,"ensemble","Chla_ugL_mean","fableNNETAR","P1D","vera4cast",1.5,"7",8.49723354599751
"bvre",2023-10-01,2023-10-01,"ensemble","Chla_ugL_mean","fableNNETAR","P1D","vera4cast",1.5,"8",8.25480817700105
"bvre",2023-10-01,2023-10-01,"ensemble","Chla_ugL_mean","fableNNETAR","P1D","vera4cast",1.5,"9",8.46324044009072
"bvre",2023-10-01,2023-10-01,"ensemble","Chla_ugL_mean","fableNNETAR","P1D","vera4cast",1.5,"10",8.96176133011485
"bvre",2023-10-01,2023-10-01,"ensemble","Chla_ugL_mean","fableNNETAR","P1D","vera4cast",1.5,"11",7.75956688739296
"bvre",2023-10-01,2023-10-01,"ensemble","Chla_ugL_mean","fableNNETAR","P1D","vera4cast",1.5,"12",8.75168243485716
"bvre",2023-10-01,2023-10-01,"ensemble","Chla_ugL_mean","fableNNETAR","P1D","vera4cast",1.5,"13",8.65916159428871
"bvre",2023-10-01,2023-10-01,"ensemble","Chla_ugL_mean","fableNNETAR","P1D","vera4cast",1.5,"14",8.32229480999176
"bvre",2023-10-01,2023-10-01,"ensemble","Chla_ugL_mean","fableNNETAR","P1D","vera4cast",1.5,"15",8.35078302362186
"bvre",2023-10-01,2023-10-01,"ensemble","Chla_ugL_mean","fableNNETAR","P1D","vera4cast",1.5,"16",7.65196601674213
"bvre",2023-10-01,2023-10-01,"ensemble","Chla_ugL_mean","fableNNETAR","P1D","vera4cast",1.5,"17",6.46015415009139
"bvre",2023-10-01,2023-10-01,"ensemble","Chla_ugL_mean","fableNNETAR","P1D","vera4cast",1.5,"18",8.60522979024609
"bvre",2023-10-01,2023-10-01,"ensemble","Chla_ugL_mean","fableNNETAR","P1D","vera4cast",1.5,"19",7.63286913847285
"bvre",2023-10-01,2023-10-01,"ensemble","Chla_ugL_mean","fableNNETAR","P1D","vera4cast",1.5,"20",9.56321504832283
"bvre",2023-10-01,2023-10-01,"ensemble","Chla_ugL_mean","fableNNETAR","P1D","vera4cast",1.5,"21",8.29320576260197
"bvre",2023-10-01,2023-10-01,"ensemble","Chla_ugL_mean","fableNNETAR","P1D","vera4cast",1.5,"22",9.03359393847484
"bvre",2023-10-01,2023-10-01,"ensemble","Chla_ugL_mean","fableNNETAR","P1D","vera4cast",1.5,"23",7.94021948890044
"bvre",2023-10-01,2023-10-01,"ensemble","Chla_ugL_mean","fableNNETAR","P1D","vera4cast",1.5,"24",8.20672632405871
"bvre",2023-10-01,2023-10-01,"ensemble","Chla_ugL_mean","fableNNETAR","P1D","vera4cast",1.5,"25",7.76874630254612
"bvre",2023-10-01,2023-10-01,"ensemble","Chla_ugL_mean","fableNNETAR","P1D","vera4cast",1.5,"26",8.51853265261895
"bvre",2023-10-01,2023-10-01,"ensemble","Chla_ugL_mean","fableNNETAR","P1D","vera4cast",1.5,"27",8.56359237110091
"bvre",2023-10-01,2023-10-01,"ensemble","Chla_ugL_mean","fableNNETAR","P1D","vera4cast",1.5,"28",8.82766971114312
"bvre",2023-10-01,2023-10-01,"ensemble","Chla_ugL_mean","fableNNETAR","P1D","vera4cast",1.5,"29",12.2253317537351
"bvre",2023-10-01,2023-10-01,"ensemble","Chla_ugL_mean","fableNNETAR","P1D","vera4cast",1.5,"30",6.62888541842192
"bvre",2023-10-01,2023-10-01,"ensemble","Chla_ugL_mean","fableNNETAR","P1D","vera4cast",1.5,"31",8.74732448630082
"bvre",2023-10-01,2023-10-01,"ensemble","Chla_ugL_mean","fableNNETAR","P1D","vera4cast",1.5,"32",7.81602253852644
"bvre",2023-10-01,2023-10-01,"ensemble","Chla_ugL_mean","fableNNETAR","P1D","vera4cast",1.5,"33",8.52297741961151
"bvre",2023-10-01,2023-10-01,"ensemble","Chla_ugL_mean","fableNNETAR","P1D","vera4cast",1.5,"34",8.26405416260232
"bvre",2023-10-01,2023-10-01,"ensemble","Chla_ugL_mean","fableNNETAR","P1D","vera4cast",1.5,"35",8.34479800303107
"bvre",2023-10-01,2023-10-01,"ensemble","Chla_ugL_mean","fableNNETAR","P1D","vera4cast",1.5,"36",8.64630927554707
"bvre",2023-10-01,2023-10-01,"ensemble","Chla_ugL_mean","fableNNETAR","P1D","vera4cast",1.5,"37",7.59839010630566
"bvre",2023-10-01,2023-10-01,"ensemble","Chla_ugL_mean","fableNNETAR","P1D","vera4cast",1.5,"38",8.04258856293544
"bvre",2023-10-01,2023-10-01,"ensemble","Chla_ugL_mean","fableNNETAR","P1D","vera4cast",1.5,"39",7.41753639410836
"bvre",2023-10-01,2023-10-01,"ensemble","Chla_ugL_mean","fableNNETAR","P1D","vera4cast",1.5,"40",10.2887961012042
"bvre",2023-10-01,2023-10-01,"ensemble","Chla_ugL_mean","fableNNETAR","P1D","vera4cast",1.5,"41",6.8666809088872
"bvre",2023-10-01,2023-10-01,"ensemble","Chla_ugL_mean","fableNNETAR","P1D","vera4cast",1.5,"42",8.91480178511909
"bvre",2023-10-01,2023-10-01,"ensemble","Chla_ugL_mean","fableNNETAR","P1D","vera4cast",1.5,"43",8.84531838549551
"bvre",2023-10-01,2023-10-01,"ensemble","Chla_ugL_mean","fableNNETAR","P1D","vera4cast",1.5,"44",8.43885273627923
"bvre",2023-10-01,2023-10-01,"ensemble","Chla_ugL_mean","fableNNETAR","P1D","vera4cast",1.5,"45",8.43660832993951
"bvre",2023-10-01,2023-10-01,"ensemble","Chla_ugL_mean","fableNNETAR","P1D","vera4cast",1.5,"46",8.72770458408013
"bvre",2023-10-01,2023-10-01,"ensemble","Chla_ugL_mean","fableNNETAR","P1D","vera4cast",1.5,"47",8.69605895663546
"bvre",2023-10-01,2023-10-01,"ensemble","Chla_ugL_mean","fableNNETAR","P1D","vera4cast",1.5,"48",8.08843674405084
"bvre",2023-10-01,2023-10-01,"ensemble","Chla_ugL_mean","fableNNETAR","P1D","vera4cast",1.5,"49",8.7978461555767
"bvre",2023-10-01,2023-10-01,"ensemble","Chla_ugL_mean","fableNNETAR","P1D","vera4cast",1.5,"50",7.98134704501537
"bvre",2023-10-01,2023-10-01,"ensemble","Chla_ugL_mean","fableNNETAR","P1D","vera4cast",1.5,"51",8.4738527946809
"bvre",2023-10-01,2023-10-01,"ensemble","Chla_ugL_mean","fableNNETAR","P1D","vera4cast",1.5,"52",10.6347635678479
"bvre",2023-10-01,2023-10-01,"ensemble","Chla_ugL_mean","fableNNETAR","P1D","vera4cast",1.5,"53",8.34905183251673
"bvre",2023-10-01,2023-10-01,"ensemble","Chla_ugL_mean","fableNNETAR","P1D","vera4cast",1.5,"54",8.31309721590673
"bvre",2023-10-01,2023-10-01,"ensemble","Chla_ugL_mean","fableNNETAR","P1D","vera4cast",1.5,"55",7.88127438400022
"bvre",2023-10-01,2023-10-01,"ensemble","Chla_ugL_mean","fableNNETAR","P1D","vera4cast",1.5,"56",7.98905049296117
"bvre",2023-10-01,2023-10-01,"ensemble","Chla_ugL_mean","fableNNETAR","P1D","vera4cast",1.5,"57",8.11653503691837
"bvre",2023-10-01,2023-10-01,"ensemble","Chla_ugL_mean","fableNNETAR","P1D","vera4cast",1.5,"58",9.0025626978088
"bvre",2023-10-01,2023-10-01,"ensemble","Chla_ugL_mean","fableNNETAR","P1D","vera4cast",1.5,"59",7.75956688739296
"bvre",2023-10-01,2023-10-01,"ensemble","Chla_ugL_mean","fableNNETAR","P1D","vera4cast",1.5,"60",8.02059477146389
